country_short,country,countrycode,Q2,Q7,Q9,Q10_PTV,Q13_left_right,party_name,party_name_eng,party_id,cmp_id,year,edate,votesh,fs_order
BE,1,1056,207,207,207,Q10_1,Q13_1,Partij van de Arbeid – Parti du Travail de Belgique(PVDA/PTB),Workers Party of Belgium,119,,,,,
BE,1,1056,201,201,201,Q10_2,Q13_2,Christen-Democratisch en Vlaams (CD&V),Christian Democratic and Flemish Party,109,21521,2003,2003-05-18,0.13249,1
BE,1,1056,201,201,201,Q10_2,Q13_2,Christen-Democratisch en Vlaams (CD&V),Christian Democratic and Flemish Party,109,21521,2007,2007-06-10,0.14808,1
BE,1,1056,201,201,201,Q10_2,Q13_2,Christen-Democratisch en Vlaams (CD&V),Christian Democratic and Flemish Party,109,21521,2010,2010-06-13,0.10846,1
BE,1,1056,201,201,201,Q10_2,Q13_2,Christen-Democratisch en Vlaams (CD&V),Christian Democratic and Flemish Party,109,21521,2014,2014-05-25,0.1161,1
BE,1,1056,201,201,201,Q10_2,Q13_2,Christen-Democratisch en Vlaams (CD&V),Christian Democratic and Flemish Party,109,21521,2019,2019-05-26,0.08886,1
BE,1,1056,204,204,204,Q10_3,Q13_3,Socialistische Partij – Anders (sp.a),Socialist Party Different,103,21321,2007,2007-06-10,,1
BE,1,1056,204,204,204,Q10_3,Q13_3,Socialistische Partij – Anders (sp.a),Socialist Party Different,103,21321,2010,2010-06-13,0.09236,1
BE,1,1056,204,204,204,Q10_3,Q13_3,Socialistische Partij – Anders (sp.a),Socialist Party Different,103,21321,2014,2014-05-25,0.08829,1
BE,1,1056,204,204,204,Q10_3,Q13_3,Socialistische Partij – Anders (sp.a),Socialist Party Different,103,21321,2019,2019-05-26,0.06711,1
BE,1,1056,206,206,206,Q10_4,Q13_4,Vlaamse Liberalen en Democraten(Open VLD),Open Flemish Liberals and Democrats,107,21421,2003,2003-05-18,0.15356,1
BE,1,1056,206,206,206,Q10_4,Q13_4,Vlaamse Liberalen en Democraten(Open VLD),Open Flemish Liberals and Democrats,107,21421,2007,2007-06-10,0.1183,1
BE,1,1056,206,206,206,Q10_4,Q13_4,Vlaamse Liberalen en Democraten(Open VLD),Open Flemish Liberals and Democrats,107,21421,2010,2010-06-13,0.08639,1
BE,1,1056,206,206,206,Q10_4,Q13_4,Vlaamse Liberalen en Democraten(Open VLD),Open Flemish Liberals and Democrats,107,21421,2014,2014-05-25,0.09631,1
BE,1,1056,206,206,206,Q10_4,Q13_4,Vlaamse Liberalen en Democraten(Open VLD),Open Flemish Liberals and Democrats,107,21421,2019,2019-05-26,0.08544,1
BE,1,1056,203,203,203,Q10_5,Q13_5,Nieuw-Vlaamse Alliantie  (N-VA),New Flemish Alliance,110,21916,2003,2003-05-18,0.03064,1
BE,1,1056,203,203,203,Q10_5,Q13_5,Nieuw-Vlaamse Alliantie  (N-VA),New Flemish Alliance,110,21916,2007,2007-06-10,0.03702,1
BE,1,1056,203,203,203,Q10_5,Q13_5,Nieuw-Vlaamse Alliantie  (N-VA),New Flemish Alliance,110,21916,2010,2010-06-13,0.17398,1
BE,1,1056,203,203,203,Q10_5,Q13_5,Nieuw-Vlaamse Alliantie  (N-VA),New Flemish Alliance,110,21916,2014,2014-05-25,0.20259,1
BE,1,1056,203,203,203,Q10_5,Q13_5,Nieuw-Vlaamse Alliantie  (N-VA),New Flemish Alliance,110,21916,2019,2019-05-26,0.16028,1
BE,1,1056,202,202,202,Q10_6,Q13_6,Groen,Green,105,21112,2003,2003-05-18,0.0247,1
BE,1,1056,202,202,202,Q10_6,Q13_6,Groen,Green,105,21112,2007,2007-06-10,0.03985,1
BE,1,1056,202,202,202,Q10_6,Q13_6,Groen,Green,105,21112,2010,2010-06-13,0.04381,1
BE,1,1056,202,202,202,Q10_6,Q13_6,Groen,Green,105,21112,2014,2014-05-25,0.05322,1
BE,1,1056,202,202,202,Q10_6,Q13_6,Groen,Green,105,21112,2019,2019-05-26,0.06103,1
BE,1,1056,205,205,205,Q10_7,Q13_7,Vlaams Belang (VB),Flemish Interest,112,21917,2007,2007-06-10,0.1199,1
BE,1,1056,205,205,205,Q10_7,Q13_7,Vlaams Belang (VB),Flemish Interest,112,21917,2010,2010-06-13,0.07763,1
BE,1,1056,205,205,205,Q10_7,Q13_7,Vlaams Belang (VB),Flemish Interest,112,21917,2014,2014-05-25,0.03673,1
BE,1,1056,205,205,205,Q10_7,Q13_7,Vlaams Belang (VB),Flemish Interest,112,21917,2019,2019-05-26,0.11949,1
BE,1,1056,208,208,208,Q10_1,Q13_1,Parti Socialiste (PS),Francophone Socialist Party,102,21322,2003,2003-05-18,0.13024,1
BE,1,1056,208,208,208,Q10_1,Q13_1,Parti Socialiste (PS),Francophone Socialist Party,102,21322,2007,2007-06-10,0.10864,1
BE,1,1056,208,208,208,Q10_1,Q13_1,Parti Socialiste (PS),Francophone Socialist Party,102,21322,2010,2010-06-13,0.13704,1
BE,1,1056,209,209,209,Q10_2,Q13_2,Mouvement Réformateur (MR),Reform Movement,106,21426,2003,2003-05-18,0.11396,1
BE,1,1056,209,209,209,Q10_2,Q13_2,Mouvement Réformateur (MR),Reform Movement,106,21426,2007,2007-06-10,0.12517,1
BE,1,1056,209,209,209,Q10_2,Q13_2,Mouvement Réformateur (MR),Reform Movement,106,21426,2010,2010-06-13,0.09278,1
BE,1,1056,210,210,210,Q10_3,Q13_3,Centre Démocrate Humaniste (cdH),Humanist Democratic Centre,108,21522,2003,2003-05-18,0.05472,1
BE,1,1056,210,210,210,Q10_3,Q13_3,Centre Démocrate Humaniste (cdH),Humanist Democratic Centre,108,21522,2007,2007-06-10,0.06057,1
BE,1,1056,210,210,210,Q10_3,Q13_3,Centre Démocrate Humaniste (cdH),Humanist Democratic Centre,108,21522,2010,2010-06-13,0.05522,1
BE,1,1056,211,211,211,Q10_4,Q13_4,Ecologistes Confédérés pour l'Organisation de Luttes Originales (ECOLO),Ecologists,104,21111,2003,2003-05-18,0.0306,1
BE,1,1056,211,211,211,Q10_4,Q13_4,Ecologistes Confédérés pour l'Organisation de Luttes Originales (ECOLO),Ecologists,104,21111,2007,2007-06-10,0.05102,1
BE,1,1056,211,211,211,Q10_4,Q13_4,Ecologistes Confédérés pour l'Organisation de Luttes Originales (ECOLO),Ecologists,104,21111,2010,2010-06-13,0.04796,1
BE,1,1056,212,212,212,Q10_5,Q13_5,Front National (FN),National Front (Belgium),115,,,,,
BE,1,1056,213,213,213,Q10_6,Q13_6,Parti du Travail de Belgique (PTB),Workers Party of Belgium,119,,,,,
BE,1,1056,214,214,,Q10_7,Q13_7,Démocrate Fédéraliste Indépendant (DéFI),Francophone Democratic Federalists,,,,,,
BG,20,1110,301,301,301,Q10_1,Q13_1,"????, ???????? ?? ?????????? ???????? ?? ???????? (????) ",Citzizens for European Development of Bulgaria (GERB),2010,80510,2009,2009-07-05,0.3972,1
BG,20,1110,301,301,301,Q10_1,Q13_1,"????, ???????? ?? ?????????? ???????? ?? ???????? (????) ",Citzizens for European Development of Bulgaria (GERB),2010,80510,2013,2013-05-12,0.30539,1
BG,20,1110,301,301,301,Q10_1,Q13_1,"????, ???????? ?? ?????????? ???????? ?? ???????? (????) ",Citzizens for European Development of Bulgaria (GERB),2010,80510,2014,2014-10-05,0.32666,1
BG,20,1110,301,301,301,Q10_1,Q13_1,"????, ???????? ?? ?????????? ???????? ?? ???????? (????) ",Citzizens for European Development of Bulgaria (GERB),2010,80510,2017,2017-03-26,0.32655,1
BG,20,1110,302,302,302,Q10_2,Q13_2,???????? ?? ???????? (??),Coalition for Bulgaria (KB),2003,80221,2009,2009-07-05,0.177,1
BG,20,1110,302,302,302,Q10_2,Q13_2,???????? ?? ???????? (??),Coalition for Bulgaria (KB),2003,80221,2014,2014-10-05,0.15397,1
BG,20,1110,302,302,302,Q10_2,Q13_2,???????? ?? ???????? (??),Coalition for Bulgaria (KB),2003,80221,2017,2017-03-26,0.27195,1
BG,20,1110,303,303,303,Q10_3,Q13_3,???????? ?? ????? ? ??????? (???),Movements for Rights and Freedoms (DPS),2004,80951,2009,2009-07-05,0.14446,1
BG,20,1110,303,303,303,Q10_3,Q13_3,???????? ?? ????? ? ??????? (???),Movements for Rights and Freedoms (DPS),2004,80951,2013,2013-05-12,0.11307,1
BG,20,1110,303,303,303,Q10_3,Q13_3,???????? ?? ????? ? ??????? (???),Movements for Rights and Freedoms (DPS),2004,80951,2014,2014-10-05,0.14837,1
BG,20,1110,303,303,303,Q10_3,Q13_3,???????? ?? ????? ? ??????? (???),Movements for Rights and Freedoms (DPS),2004,80951,2017,2017-03-26,0.08993,1
BG,20,1110,304,304,304,Q10_4,Q13_4,???? – ????????? ?????????? ???????? (????),IMRO – Bulgarian National Movement,2005,,,,,
BG,20,1110,305,305,305,Q10_5,Q13_5,???????????? ???????? (??),Democratic Bulgaria,2002,80411,,,,
BG,20,1110,306,304,304,Q10_6,Q13_6,????,Will,2017,,,,,
BG,20,1110,307,307,307,Q10_7,Q13_7,?????????? ???? ????? (?????),National Union Attack (ATAKA/ATA),2007,80710,2009,2009-07-05,0.09364,1
BG,20,1110,307,307,307,Q10_7,Q13_7,?????????? ???? ????? (?????),National Union Attack (ATAKA/ATA),2007,80710,2013,2013-05-12,0.07298,1
BG,20,1110,307,307,307,Q10_7,Q13_7,?????????? ???? ????? (?????),National Union Attack (ATAKA/ATA),2007,80710,2014,2014-10-05,0.04516,1
BG,20,1110,,308,309,"","",?????????? ????? ?? ???????? ?? ???????? (????),National Front for the Salvation of Bulgaria,,,,,,
BG,20,1110,,309,310,"","","????, ???????? ?? ?????????? ???????? ?? ???????? (????) ",Alternative for Bulgarian Revival,,,,,,
BG,20,1110,,,308,"","",???????? ?? ???????? (??),Reformist Bloc,,,,,,
BG,20,1110,,,311,"","",???????? ?? ????? ? ??????? (???),"Yes, Bulgaria!",,,,,,
BG,20,1110,,,312,"","",???? – ????????? ?????????? ???????? (????),"Democrats for Responsibility, Solidarity and Tolerance",,,,,,
BG,20,1110,,,313,"","",???????????? ???????? (??),Democrats for a Strong Bulgaria,,,,,,
HR,31,1191,401,412,408,Q10_1,Q13_1,Socijaldemokratska partija Hrvatske (SDP),Social Democratic Party of Croatia,3102,81223,,,,
HR,31,1191,402,404,402,Q10_2,Q13_2,Hrvatska demokratska zajednica (HDZ),Croation Democratic Union,3101,81711,2016,2016-09-11,0.32911,1
HR,31,1191,403,414,409,Q10_3,Q13_3,Živi zid,Human Shield,3116,,,,,
HR,31,1191,404,405,,Q10_4,Q13_4,Amsterdamska koalicija ,Coaltion of  HSS (1191810) + GRA?ANSKO-LIBERALNI SAVEZ - GLAS +IDS (1191953),3103,81810,,,,
HR,31,1191,405,406,407,Q10_5,Q13_5,MOST,Bridge of Independent Lists,3115,,,,,
HR,31,1191,406,413,,Q10_6,Q13_6,START,"Party of Anti-corruption, Development and Transparency",,,,,,
HR,31,1191,407,401,401,Q10_7,Q13_7,Bandi? Milan 365,Milan Bandic 365 -- The Party of Labour and Solidarity,3117,,,,,
HR,31,1191,,402,404,"","",BRUNA ESIH - ZLATKO HASANBEGOVIC?: NEOVISNI ZA HRVATSKU + HRVATSKA STRANKA PRAVA,Coaltion of NHR (1191714) and HSP(1191713),,,,,,
HR,31,1191,,403,,"","",HRAST - POKRET ZA USPJES?NU HRVATSKU + HRVATSKA KONZERVATIVNA STRANKA - HKS + HRVATSKA STRANKA PRAVA DR. ANTE STARC?EV,Croatian Growth,,,,,,
HR,31,1191,,407,,"","",MOZ?EMO! - POLITIC?KA PLATFORMA+ NOVA LJEVICA + ODRZ?IVI RAZVOJ HRVATSKE – OraH (Možemo + NL + ORaH),MOZ?EMO,,,,,,
HR,31,1191,,408,,"","",NEZAVISNA LISTA MARIJANA PETIR,Independent,,,,,,
HR,31,1191,,409,,"","",NEZAVISNA LISTA MISLAV KOLAKUŠI?,Independent,,,,,,
HR,31,1191,,410,,"","",PAMETNO + UNIJA KVARNERA,"",,,,,,
HR,31,1191,,411,,"","",SAMOSTALNA DEMOKRATSKA SRPSKA STRANKA (SDSS),Independent Democratic Serbian Party,,,,,,
HR,31,1191,,,403,"","",Hrvatski demokratski savez Slavonije i Barabnje (HDSSB),Croatian Democratic Assembly of Slavonia and Baranja,,,,,,
HR,31,1191,,,405,"","",Hrvatska stranka prava Ante Star?evi? (HSP AS) i koalicijski partneri,Croatian Party of Rights -- Dr. Ante Starcevic,,,,,,
HR,31,1191,,,406,"","",Istarski demokratski sabor (IDS) i koalicijski partneri,Istrian Democratic Assembly,,,,,,
HR,31,1191,,,,"","",Hrvatska konzervativna stranka (HKS),Croatian Conservative Party,,,,,,
HR,31,1191,,,,"","",Hrvatska narodna stranka (HNS),Croation People's Party,,,,,,
HR,31,1191,,,,"","",Hrvatska socijalno liberalna stranka (HSLS),Croatian Social-Liberal Party,,,,,,
HR,31,1191,,,,"","",Glas,"",,,,,,
HR,31,1191,,,,"","",Reformisti,Reformists,,,,,,
CY,40,1196,501,501,501,Q10_1,Q13_1,"???? (?????????? ????? ??????????? ???? – ????????, ???? ????????)",Progressive Party of the Working People,4003,55321,2006,2006-05-21,0.31126,1
CY,40,1196,501,501,501,Q10_1,Q13_1,"???? (?????????? ????? ??????????? ???? – ????????, ???? ????????)",Progressive Party of the Working People,4003,55321,2011,2011-05-22,0.32669,1
CY,40,1196,501,501,501,Q10_1,Q13_1,"???? (?????????? ????? ??????????? ???? – ????????, ???? ????????)",Progressive Party of the Working People,4003,55321,2016,2016-05-22,0.25671,1
CY,40,1196,502,502,502,Q10_2,Q13_2,???? (???????????? ??????????),Democratic Rally,4001,55711,2006,2006-05-21,0.30344,1
CY,40,1196,502,502,502,Q10_2,Q13_2,???? (???????????? ??????????),Democratic Rally,4001,55711,2011,2011-05-22,0.34278,1
CY,40,1196,502,502,502,Q10_2,Q13_2,???? (???????????? ??????????),Democratic Rally,4001,55711,2016,2016-05-22,0.30685,1
CY,40,1196,503,503,503,Q10_3,Q13_3,???? (??????????? ?????),Democratic Party,4004,55422,2006,2006-05-21,0.1792,1
CY,40,1196,503,503,503,Q10_3,Q13_3,???? (??????????? ?????),Democratic Party,4004,55422,2011,2011-05-22,0.1576,1
CY,40,1196,503,503,503,Q10_3,Q13_3,???? (??????????? ?????),Democratic Party,4004,55422,2016,2016-05-22,0.14492,1
CY,40,1196,504,504,504,Q10_4,Q13_4,???? (?????? ???????????????? ????),United Democratic Union of Centre,4005,55322,2006,2006-05-21,0.08913,1
CY,40,1196,504,504,504,Q10_4,Q13_4,???? (?????? ???????????????? ????),United Democratic Union of Centre,4005,55322,2011,2011-05-22,0.08926,1
CY,40,1196,504,504,504,Q10_4,Q13_4,???? (?????? ???????????????? ????),United Democratic Union of Centre,4005,55322,2016,2016-05-22,0.06185,1
CY,40,1196,505,,507,Q10_5,Q13_5,?????? ?????????,Ecological and Environmental Movement (Cyprus Green Party),4006,55110,2006,2006-05-21,0.01946,1
CY,40,1196,505,,507,Q10_5,Q13_5,?????? ?????????,Ecological and Environmental Movement (Cyprus Green Party),4006,55110,2011,2011-05-22,0.02215,1
CY,40,1196,505,,507,Q10_5,Q13_5,?????? ?????????,Ecological and Environmental Movement (Cyprus Green Party),4006,55110,2016,2016-05-22,0.04812,1
CY,40,1196,506,507,505,Q10_6,Q13_6,????,National Popular Front,4009,,,,,
CY,40,1196,,,508,"",Q13_7,???????? ???????,Citizens' Alliance,,,,,,
CY,40,1196,507,506,,"",Q13_8,???? (??????????? ????????),Democratic Alignment,,,,,,
CY,40,1196,,505,,"","mean(Q13_5, Q13_7)",???????? ???????-?????????,Electoral alliance: Citizens's Alliance (1196002) and Ecological and Environmental Movement (1196110),,,,,,
CY,40,1196,,508,,"","",???????,Yasemin Hareketi,,,,,,
CY,40,1196,,,506,"","",??????????,Solidarity Movement,,,,,,
CY,40,1196,,509,,"","",?????????? ??????,The Patriotic Movement,,,,,,
CY,40,1196,,510,,"","",??? (??????????? ?????????????? ??????),"",,,,,,
CY,40,1196,,511,,"","",??? (???????? ????????? ???????????),"",,,,,,
CY,40,1196,,512,509,"","",????? ??? ?? ???,Animal Party Cyprus,,,,,,
CZ,21,1203,601,601,601,Q10_1,Q13_1,K?es?anská a demokratická unie - ?eskoslovenská strana lidová  (KDU/CSL),Christian and Democratic Union / Czechoslovak People's Party,2104,82523,2006,2006-06-03,0.0723,1
CZ,21,1203,601,601,601,Q10_1,Q13_1,K?es?anská a demokratická unie - ?eskoslovenská strana lidová  (KDU/CSL),Christian and Democratic Union / Czechoslovak People's Party,2104,82523,2010,2010-05-29,0.044,1
CZ,21,1203,601,601,601,Q10_1,Q13_1,K?es?anská a demokratická unie - ?eskoslovenská strana lidová  (KDU/CSL),Christian and Democratic Union / Czechoslovak People's Party,2104,82523,2013,2013-10-26,0.0678,1
CZ,21,1203,601,601,601,Q10_1,Q13_1,K?es?anská a demokratická unie - ?eskoslovenská strana lidová  (KDU/CSL),Christian and Democratic Union / Czechoslovak People's Party,2104,82523,2017,2017-10-21,0.05802,1
CZ,21,1203,602,603,603,Q10_2,Q13_2,?eská strana sociáln? demokratická  (CSSD),Czech Social Democratic Party,2101,82320,2006,2006-06-03,0.3232,1
CZ,21,1203,602,603,603,Q10_2,Q13_2,?eská strana sociáln? demokratická  (CSSD),Czech Social Democratic Party,2101,82320,2010,2010-05-29,0.2209,1
CZ,21,1203,602,603,603,Q10_2,Q13_2,?eská strana sociáln? demokratická  (CSSD),Czech Social Democratic Party,2101,82320,2013,2013-10-26,0.20459,1
CZ,21,1203,602,603,603,Q10_2,Q13_2,?eská strana sociáln? demokratická  (CSSD),Czech Social Democratic Party,2101,82320,2017,2017-10-21,0.07278,1
CZ,21,1203,603,604,604,Q10_3,Q13_3,Ob?anská demokratická strana  (ODS),Civic Democratic Party,2102,82413,2006,2006-06-03,0.3538,1
CZ,21,1203,603,604,604,Q10_3,Q13_3,Ob?anská demokratická strana  (ODS),Civic Democratic Party,2102,82413,2010,2010-05-29,0.2022,1
CZ,21,1203,603,604,604,Q10_3,Q13_3,Ob?anská demokratická strana  (ODS),Civic Democratic Party,2102,82413,2013,2013-10-26,0.0773,1
CZ,21,1203,603,604,604,Q10_3,Q13_3,Ob?anská demokratická strana  (ODS),Civic Democratic Party,2102,82413,2017,2017-10-21,0.11322,1
CZ,21,1203,604,605,605,Q10_4,Q13_4,Komunistická strana Cech a Moravy  (KSCM),Communist Party of Bohemia and Moravia,2103,82220,2006,2006-06-03,0.1281,1
CZ,21,1203,604,605,605,Q10_4,Q13_4,Komunistická strana Cech a Moravy  (KSCM),Communist Party of Bohemia and Moravia,2103,82220,2010,2010-05-29,0.1127,1
CZ,21,1203,604,605,605,Q10_4,Q13_4,Komunistická strana Cech a Moravy  (KSCM),Communist Party of Bohemia and Moravia,2103,82220,2013,2013-10-26,0.1491,1
CZ,21,1203,604,605,605,Q10_4,Q13_4,Komunistická strana Cech a Moravy  (KSCM),Communist Party of Bohemia and Moravia,2103,82220,2017,2017-10-21,0.07768,1
CZ,21,1203,605,606,606,Q10_5,Q13_5,ANO2011 (ANO),ANO 2011,2111,82430,2013,2013-10-26,0.18657,1
CZ,21,1203,605,606,606,Q10_5,Q13_5,ANO2011 (ANO),ANO 2011,2111,82430,2017,2017-10-21,0.29642,1
CZ,21,1203,606,607,607,Q10_6,Q13_6,Pirátská strana (Piráti),Czech Pirate Party,2114,,,,,
CZ,21,1203,607,608,608,Q10_7,Q13_7,Strana p?ímé demokracie Tomio Okamura (SPD),Freedom and Direct Democracy Tomio Okamura,2115,,,,,
CZ,21,1203,608,602,602,Q10_8,Q13_8,Tradice Odpov?dnost Prosperita 09  (TOP 09),"Tradition, Responsibility, Prosperity 09 (TOP 09)",2109,82530,2010,2010-05-29,0.1671,1
CZ,21,1203,608,602,602,Q10_8,Q13_8,Tradice Odpov?dnost Prosperita 09  (TOP 09),"Tradition, Responsibility, Prosperity 09 (TOP 09)",2109,82530,2013,2013-10-26,0.11999,1
CZ,21,1203,608,602,602,Q10_8,Q13_8,Tradice Odpov?dnost Prosperita 09  (TOP 09),"Tradition, Responsibility, Prosperity 09 (TOP 09)",2109,82530,2017,2017-10-21,0.05312,1
DK,2,1208,701,701,701,Q10_1,Q13_1,Socialdemokraterne,Social Democratic Party,201,13320,2001,2001-11-20,0.2908,1
DK,2,1208,701,701,701,Q10_1,Q13_1,Socialdemokraterne,Social Democratic Party,201,13320,2005,2005-02-08,0.25835,1
DK,2,1208,701,701,701,Q10_1,Q13_1,Socialdemokraterne,Social Democratic Party,201,13320,2007,2007-11-13,0.2547,1
DK,2,1208,701,701,701,Q10_1,Q13_1,Socialdemokraterne,Social Democratic Party,201,13320,2011,2011-09-15,0.24857,1
DK,2,1208,701,701,701,Q10_1,Q13_1,Socialdemokraterne,Social Democratic Party,201,13320,2015,2015-06-18,0.26284,1
DK,2,1208,701,701,701,Q10_1,Q13_1,Socialdemokraterne,Social Democratic Party,201,13320,2019,2019-06-05,0.259047223179421,1
DK,2,1208,702,702,702,Q10_2,Q13_2,Venstre,Liberals,211,13420,2001,2001-11-20,0.3125,1
DK,2,1208,702,702,702,Q10_2,Q13_2,Venstre,Liberals,211,13420,2005,2005-02-08,0.29031,1
DK,2,1208,702,702,702,Q10_2,Q13_2,Venstre,Liberals,211,13420,2007,2007-11-13,0.2626,1
DK,2,1208,702,702,702,Q10_2,Q13_2,Venstre,Liberals,211,13420,2011,2011-09-15,0.26739,1
DK,2,1208,702,702,702,Q10_2,Q13_2,Venstre,Liberals,211,13420,2015,2015-06-18,0.19471,1
DK,2,1208,702,702,702,Q10_2,Q13_2,Venstre,Liberals,211,13420,2019,2019-06-05,0.2339260286563,1
DK,2,1208,703,703,703,Q10_3,Q13_3,Dansk Folkeparti ,Danish People's Party,215,13720,2001,2001-11-20,0.12,1
DK,2,1208,703,703,703,Q10_3,Q13_3,Dansk Folkeparti ,Danish People's Party,215,13720,2005,2005-02-08,0.13253,1
DK,2,1208,703,703,703,Q10_3,Q13_3,Dansk Folkeparti ,Danish People's Party,215,13720,2007,2007-11-13,0.1386,1
DK,2,1208,703,703,703,Q10_3,Q13_3,Dansk Folkeparti ,Danish People's Party,215,13720,2011,2011-09-15,0.12303,1
DK,2,1208,703,703,703,Q10_3,Q13_3,Dansk Folkeparti ,Danish People's Party,215,13720,2015,2015-06-18,0.21078,1
DK,2,1208,703,703,703,Q10_3,Q13_3,Dansk Folkeparti ,Danish People's Party,215,13720,2019,2019-06-05,0.0873546281569966,1
DK,2,1208,704,704,704,Q10_4,Q13_4,Radikale Venstre,Radical Party,202,13410,2001,2001-11-20,0.0519,1
DK,2,1208,704,704,704,Q10_4,Q13_4,Radikale Venstre,Radical Party,202,13410,2005,2005-02-08,0.09181,1
DK,2,1208,704,704,704,Q10_4,Q13_4,Radikale Venstre,Radical Party,202,13410,2007,2007-11-13,0.0512,1
DK,2,1208,704,704,704,Q10_4,Q13_4,Radikale Venstre,Radical Party,202,13410,2011,2011-09-15,0.09479,1
DK,2,1208,704,704,704,Q10_4,Q13_4,Radikale Venstre,Radical Party,202,13410,2015,2015-06-18,0.04575,1
DK,2,1208,704,704,704,Q10_4,Q13_4,Radikale Venstre,Radical Party,202,13410,2019,2019-06-05,0.0862792311619356,1
DK,2,1208,705,705,705,Q10_5,Q13_5,Socialistisk Folkeparti ,Socialist People's Party,206,13230,2001,2001-11-20,0.0637,1
DK,2,1208,705,705,705,Q10_5,Q13_5,Socialistisk Folkeparti ,Socialist People's Party,206,13230,2005,2005-02-08,0.05989,1
DK,2,1208,705,705,705,Q10_5,Q13_5,Socialistisk Folkeparti ,Socialist People's Party,206,13230,2007,2007-11-13,0.1304,1
DK,2,1208,705,705,705,Q10_5,Q13_5,Socialistisk Folkeparti ,Socialist People's Party,206,13230,2011,2011-09-15,0.09196,1
